,id,Director,Leading_Actor,Supporting_Lead,Supporting_Actor
358,10865,Gary Trousdale,Michael J. Fox,Corey Burton,Claudia Christian
359,258509,Walt Becker,Jason Lee,Justin Long,Bella Thorne
360,2253,Bryan Singer,Tom Cruise,Carice van Houten,Kenneth Branagh
361,10661,Dennis Dugan,Adam Sandler,John Turturro,Emmanuelle Chriqui
362,257344,Chris Columbus,Adam Sandler,Michelle Monaghan,Peter Dinklage
363,644,Steven Spielberg,Haley Joel Osment,Frances O'Connor,Sam Robards
364,10756,Rob Minkoff,Eddie Murphy,Terence Stamp,Nathaniel Parker
365,686,Robert Zemeckis,Jodie Foster,Matthew McConaughey,James Woods
366,9383,Paul Verhoeven,Kevin Bacon,Elisabeth Shue,Josh Brolin
367,179,Sydney Pollack,Nicole Kidman,Sean Penn,Catherine Keener
368,76285,Thor Freudenthal,Logan Lerman,Alexandra Daddario,Douglas Smith
369,1996,Jan de Bont,Angelina Jolie,Gerard Butler,Noah Taylor
370,291805,Jon M. Chu,Jesse Eisenberg,Woody Harrelson,Mark Ruffalo
371,10003,Phillip Noyce,Val Kilmer,Elisabeth Shue,Rade Serbedzija
372,1535,Tony Scott,Robert Redford,Brad Pitt,Catherine McCormack
373,2067,Brian De Palma,Gary Sinise,Tim Robbins,Don Cheadle
374,46195,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,Leslie Mann
375,2277,Chris Columbus,Robin Williams,Sam Neill,Embeth Davidtz
376,10357,Mick Jackson,Tommy Lee Jones,Anne Heche,Gaby Hoffmann
377,4477,Alan J. Pakula,Harrison Ford,Brad Pitt,Margaret Colin
378,8665,Kathryn Bigelow,Harrison Ford,Liam Neeson,Peter Sarsgaard
379,9387,John Milius,Arnold Schwarzenegger,James Earl Jones,Max von Sydow
380,921,Ron Howard,Russell Crowe,Renée Zellweger,Paul Giamatti
381,49852,Andrei Konchalovsky,Elle Fanning,Nathan Lane,John Turturro
382,4464,Gary Ross,Jeff Bridges,David McCullough,Chris Cooper
383,664,Jan de Bont,Helen Hunt,Bill Paxton,Cary Elwes
384,8358,Robert Zemeckis,Tom Hanks,Helen Hunt,Chris Noth
385,9836,George Miller,Elijah Wood,Robin Williams,Brittany Murphy
386,2502,Paul Greengrass,Matt Damon,Franka Potente,Brian Cox
387,9772,Wolfgang Petersen,Harrison Ford,Gary Oldman,Glenn Close
388,161,Steven Soderbergh,George Clooney,Brad Pitt,Matt Damon
389,52451,Paul W.S. Anderson,Milla Jovovich,Orlando Bloom,Logan Lerman
390,76492,Genndy Tartakovsky,Adam Sandler,Steve Buscemi,David Spade
391,4523,Kevin Lima,Amy Adams,Patrick Dempsey,James Marsden
392,59961,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Vera Farmiga
393,10481,Kevin Lima,Glenn Close,Ioan Gruffudd,Alice Evans
394,59108,Brett Ratner,Ben Stiller,Eddie Murphy,Casey Affleck
395,1581,Nancy Meyers,Cameron Diaz,Kate Winslet,Jude Law
396,9798,Tony Scott,Will Smith,Gene Hackman,Jon Voight
397,22897,Nancy Meyers,Meryl Streep,Alec Baldwin,Steve Martin
398,298,Steven Soderbergh,George Clooney,Brad Pitt,Matt Damon
399,7484,Jill Culton,Martin Lawrence,Ashton Kutcher,Gary Sinise
400,157350,Neil Burger,Shailene Woodley,Theo James,Kate Winslet
401,853,Jean-Jacques Annaud,Jude Law,Rachel Weisz,Ed Harris
402,10159,Peter Berg,Dwayne Johnson,Seann William Scott,Rosario Dawson
403,9593,John McTiernan,Arnold Schwarzenegger,F. Murray Abraham,Art Carney
404,1904,Rob Marshall,Zhang Ziyi,Gong Li,Youki Kudoh
405,9615,Justin Lin,Lucas Black,Nathalie Kelley,Sung Kang
406,51052,Barry Cook,James McAvoy,Hugh Laurie,Bill Nighy
407,297,Martin Brest,Brad Pitt,Anthony Hopkins,Claire Forlani
408,9884,Andrew Davis,Arnold Schwarzenegger,Francesca Neri,Elias Koteas
409,16858,Bob Fosse,Roy Scheider,Jessica Lange,Leland Palmer
410,62764,Tarsem Singh,Julia Roberts,Lily Collins,Armie Hammer
411,22538,Edgar Wright,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin
412,9341,Jon Amiel,Aaron Eckhart,Hilary Swank,Delroy Lindo
413,12107,Peter Segal,Eddie Murphy,Janet Jackson,Larry Miller
414,9637,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard
415,49049,Pete Travis,Karl Urban,Olivia Thirlby,Lena Headey
416,9339,Frank Coraci,Adam Sandler,Kate Beckinsale,Christopher Walken
417,16281,George A. Romero,Hal Holbrook,Adrienne Barbeau,Fritz Weaver
418,39691,Brad Peyton,James Marsden,Nick Nolte,Christina Applegate
419,8247,Doug Liman,Hayden Christensen,Jamie Bell,Samuel L. Jackson
420,11253,Guillermo del Toro,Ron Perlman,Selma Blair,Jeffrey Tambor
421,1949,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo
422,8452,Roger Spottiswoode,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn
423,310,Tom Shadyac,Jim Carrey,Jennifer Aniston,Philip Baker Hall
424,27578,Sylvester Stallone,Sylvester Stallone,Jason Statham,Dolph Lundgren
425,954,Brian De Palma,Tom Cruise,Jon Voight,Emmanuelle Béart
426,70160,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
427,45243,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis
428,364,Tim Burton,Michael Keaton,Danny DeVito,Michelle Pfeiffer
429,7518,Karey Kirkpatrick,Bruce Willis,Garry Shandling,Steve Carell
430,11544,Chris Sanders,Chris Sanders,Daveigh Chase,Tia Carrere
431,9986,Gary Winick,Julia Roberts,Steve Buscemi,John Cleese
432,8656,Mimi Leder,Robert Duvall,Téa Leoni,Elijah Wood
433,146216,Dean Parisot,Bruce Willis,Catherine Zeta-Jones,Anthony Hopkins
434,9291,Peter Segal,Adam Sandler,Chris Rock,Burt Reynolds
435,55301,Mike Mitchell,Jason Lee,David Cross,Jenny Slate
436,109418,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock
437,11665,Peter Segal,Steve Carell,Anne Hathaway,Dwayne Johnson
438,6964,Nancy Meyers,Jack Nicholson,Diane Keaton,Keanu Reeves
439,11324,Martin Scorsese,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley
440,12193,Seth Gordon,Vince Vaughn,Reese Witherspoon,Robert Duvall
441,9928,Chris Wedge,Robin Williams,Ewan McGregor,Halle Berry
442,754,John Woo,John Travolta,Nicolas Cage,Joan Allen
443,10202,Adam Shankman,Adam Sandler,Keri Russell,Guy Pearce
444,4147,Sam Mendes,Tom Hanks,Tyler Hoechlin,Jennifer Jason Leigh
445,50546,Dennis Dugan,Adam Sandler,Jennifer Aniston,Nicole Kidman
446,1701,Simon West,Nicolas Cage,John Cusack,John Malkovich
447,13027,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,Rosario Dawson
448,2289,Anthony Minghella,Jude Law,Nicole Kidman,Renée Zellweger
449,20504,Albert Hughes,Denzel Washington,Gary Oldman,Mila Kunis
450,9574,Les Mayfield,Robin Williams,Marcia Gay Harden,Christopher McDonald
451,11618,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Owen Wilson
452,2300,Joe Pytka,Michael Jordan,Wayne Knight,Billy West
453,12096,Shawn Levy,Steve Martin,Kevin Kline,Jean Reno
454,10200,Scott Derrickson,Keanu Reeves,Jennifer Connelly,Kathy Bates
455,8834,Richard Donner,Mel Gibson,Julia Roberts,Patrick Stewart
456,228150,David Ayer,Brad Pitt,Shia LaBeouf,Logan Lerman
457,6068,Ivan Reitman,Harrison Ford,Anne Heche,David Schwimmer
458,41515,Eric Brevig,Dan Aykroyd,Justin Timberlake,Anna Faris
459,9023,Kelly Asbury,Matt Damon,James Cromwell,Daniel Studi
460,38317,Frank Coraci,Kevin James,Rosario Dawson,Sylvester Stallone
461,2157,Stephen Hopkins,Gary Oldman,William Hurt,Matt LeBlanc
462,14462,Jonathan Demme,Denzel Washington,Meryl Streep,Liev Schreiber
463,161795,Henry Jaglom,Stephen Dillane,Victoria Foyt,Vanessa Redgrave
464,159824,Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez
465,49948,James Algar,Steve Martin,Itzhak Perlman,Quincy Jones
466,2135,Simon Wells,Guy Pearce,Mark Addy,Phyllida Law
467,9822,Ron Underwood,Charlize Theron,Rade Serbedzija,Bill Paxton
468,9705,Dominic Sena,John Travolta,Hugh Jackman,Halle Berry
469,1656,Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona
470,12159,Vincent Ward,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra
471,9678,Steven Brill,Adam Sandler,Patricia Arquette,Harvey Keitel
472,4442,Terry Gilliam,Heath Ledger,Matt Damon,Mackenzie Crook
473,75,Tim Burton,Jack Nicholson,Glenn Close,Annette Bening
474,330770,Lucile Hadzihalilovic,Max Brebant,Roxane Duran,Julie-Marie Parmentier
475,9433,Lee Tamahori,Alec Baldwin,Anthony Hopkins,Elle Macpherson
476,19959,Jonathan Mostow,Bruce Willis,Radha Mitchell,Rosamund Pike
477,11973,Roger Donaldson,Kevin Costner,Bruce Greenwood,Steven Culp
478,11228,Rob Cohen,Sylvester Stallone,Amy Brenneman,Viggo Mortensen
479,77951,Barry Cook,Charlie Rowe,Justin Long,Karl Urban
480,5491,Roger Christian,John Travolta,Barry Pepper,Forest Whitaker
481,10715,Joe Dante,Brendan Fraser,Jenna Elfman,Steve Martin
482,10197,Rob Marshall,Judi Dench,Daniel Day-Lewis,Marion Cotillard
483,9562,Richard Donner,Paul Walker,Frances O'Connor,Gerard Butler
484,9922,Kevin Costner,Kevin Costner,Will Patton,Olivia Williams
485,9447,George Miller,James Cromwell,Mary Stein,Mickey Rooney
486,274854,Breck Eisner,Vin Diesel,Rose Leslie,Elijah Wood
487,8870,Antony Hoffman,Val Kilmer,Carrie-Anne Moss,Benjamin Bratt
488,9992,Luc Besson,Freddie Highmore,Mia Farrow,Ron Crawford
489,36970,Jacques Perrin,Pierce Brosnan,Jacques Perrin,Rie Miyazawa
490,10077,Peter Hyams,Heike Makatsch,Armin Rohde,David Oyelowo
491,76649,Paul W.S. Anderson,Kit Harington,Carrie-Anne Moss,Emily Browning
492,293644,Andrés Couturier,Jason Harris,David Hoffman,Bill Lobley
493,453,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly
494,8587,Roger Allers,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones
495,72545,Brad Peyton,Dwayne Johnson,Josh Hutcherson,Kristin Davis
496,109451,Cody Cameron,Bill Hader,Anna Faris,James Caan
497,9533,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes
498,2023,Joe Johnston,Viggo Mortensen,Zuleikha Robinson,Omar Sharif
499,71880,Dennis Dugan,Adam Sandler,Katie Holmes,Al Pacino
500,584,John Singleton,Paul Walker,Tyrese Gibson,Eva Mendes
501,309809,Mark Osborne,Jeff Bridges,Rachel McAdams,Paul Rudd
502,4858,Oliver Hirschbiegel,Nicole Kidman,Daniel Craig,Jeremy Northam
503,17711,Des McAnuff,Rene Russo,Jason Alexander,Piper Perabo
504,328111,Chris Renaud,Louis C.K.,Eric Stonestreet,Kevin Hart
505,8698,Stephen Norrington,Sean Connery,Peta Wilson,Shane West
506,93456,Pierre Coffin,Steve Carell,Kristen Wiig,Benjamin Bratt
507,602,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum
508,330,Steven Spielberg,Jeff Goldblum,Julianne Moore,Pete Postlethwaite
509,953,Eric Darnell,Ben Stiller,Chris Rock,David Schwimmer
510,9693,Alfonso Cuarón,Clive Owen,Michael Caine,Julianne Moore
511,36657,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen
512,8909,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman
513,9802,Michael Bay,Sean Connery,Nicolas Cage,Ed Harris
514,950,Carlos Saldanha,Ray Romano,John Leguizamo,Denis Leary
515,1824,Peter Segal,Adam Sandler,Drew Barrymore,Rob Schneider
516,2976,Adam Shankman,John Travolta,Michelle Pfeiffer,Christopher Walken
517,11026,Renny Harlin,Stellan Skarsgård,Izabella Scorupco,James D'Arcy
518,332,David Kellogg,Matthew Broderick,Rupert Everett,Joely Fisher
519,75656,Louis Leterrier,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson
520,38365,Dennis Dugan,Adam Sandler,Salma Hayek,Maria Bello
521,594,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Stanley Tucci
522,15189,Thor Freudenthal,Emma Roberts,Jake T. Austin,Don Cheadle
523,11678,Martin Campbell,Chris O'Donnell,Robin Tunney,Bill Paxton
524,6538,Mike Nichols,Tom Hanks,Philip Seymour Hoffman,Julia Roberts
525,10555,Vicky Jenson,Will Smith,Robert De Niro,Renée Zellweger
526,1125,Bill Condon,Jamie Foxx,Beyoncé Knowles,Eddie Murphy
527,4551,F. Gary Gray,John Travolta,Uma Thurman,Vince Vaughn
528,612,Steven Spielberg,Eric Bana,Daniel Craig,Ciarán Hinds
529,9567,Antoine Fuqua,Bruce Willis,Monica Bellucci,Cole Hauser
530,37821,Robert Luketic,Katherine Heigl,Ashton Kutcher,Tom Selleck
531,203801,Guy Ritchie,Henry Cavill,Armie Hammer,Alicia Vikander
532,2539,James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega
533,9297,Gil Kenan,Ryan Newman,Steve Buscemi,Mitchel Musso
534,3172,Barry Levinson,Bruce Willis,Billy Bob Thornton,Cate Blanchett
535,6520,Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond
536,1439,Andy Tennant,Jodie Foster,Chow Yun-fat,Bai Ling
537,37958,Tarsem Singh,Mickey Rourke,Kellan Lutz,Isabel Lucas
538,2026,Florent-Emilio Siri,Bruce Willis,Kevin Pollak,Jimmy Bennett
539,7450,Gary Goldman,Matt Damon,Bill Pullman,Drew Barrymore
540,11375,Ron Shelton,Harrison Ford,Josh Hartnett,Lena Olin
541,9425,Paul W.S. Anderson,Kurt Russell,Jason Scott Lee,Jason Isaacs
542,25769,Àlex Pastor,Lou Taylor Pucci,Chris Pine,Piper Perabo
543,23685,Henry Selick,Brendan Fraser,Bridget Fonda,John Turturro
544,11866,John Moore,Dennis Quaid,Tyrese Gibson,Giovanni Ribisi
545,9741,M. Night Shyamalan,Bruce Willis,Samuel L. Jackson,Robin Wright
546,211672,Kyle Balda,Sandra Bullock,Jon Hamm,Michael Keaton
547,23629,Zack Snyder,Emily Browning,Abbie Cornish,Jena Malone
548,8688,Brian De Palma,Nicolas Cage,Gary Sinise,John Heard
549,10153,Barry Levinson,Dustin Hoffman,Sharon Stone,Samuel L. Jackson
550,153518,Fergal Reilly,Jason Sudeikis,Josh Gad,Danny McBride
551,8676,Andy Tennant,Matthew McConaughey,Kate Hudson,Donald Sutherland
552,20829,Judd Apatow,Adam Sandler,Seth Rogen,Leslie Mann
553,4349,Peter Berg,Jamie Foxx,Jennifer Garner,Chris Cooper
554,9718,Adam McKay,Will Ferrell,John C. Reilly,Sacha Baron Cohen
555,10808,Steve Carr,Eddie Murphy,Kristen Wilson,Raven-Symoné
556,197,Mel Gibson,Mel Gibson,Catherine McCormack,Sophie Marceau
557,25,Sam Mendes,Jamie Foxx,Jake Gyllenhaal,Scott MacDonald
558,35,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright
559,11086,Frank Darabont,Jim Carrey,Martin Landau,Laurie Holden
560,10477,Renny Harlin,Kip Pardue,Robert Sean Leonard,Til Schweiger
561,1997,Jean-Jacques Annaud,Maï Anh Le,Guy Pearce,Oanh Nguyen
562,6947,M. Night Shyamalan,Bryce Dallas Howard,Joaquin Phoenix,Adrien Brody
563,3050,Betty Thomas,Eddie Murphy,Ossie Davis,Oliver Platt
564,2675,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin
565,809,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz
566,920,John Lasseter,Owen Wilson,Paul Newman,Bonnie Hunt
567,4806,Garry Marshall,Julia Roberts,Richard Gere,Joan Cusack
568,7451,Rob Cohen,Vin Diesel,Asia Argento,Samuel L. Jackson
569,228165,Paul Tibbitt,Tom Kenny,Bill Fagerbakke,Rodger Bumpass
570,3595,Ron Howard,Mel Gibson,Gary Sinise,Delroy Lindo
571,16869,Quentin Tarantino,Brad Pitt,Mélanie Laurent,Christoph Waltz
572,879,Steven Spielberg,Robin Williams,Dustin Hoffman,Julia Roberts
573,1573,Renny Harlin,Bruce Willis,Bonnie Bedelia,William Atherton
574,9257,Clark Johnson,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez
575,1903,Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz
576,9697,M. Night Shyamalan,Paul Giamatti,Jeffrey Wright,Bob Balaban
577,395,Paul W.S. Anderson,Sanaa Lathan,Raoul Bova,Ewen Bremner
578,23398,Betty Thomas,Zachary Levi,David Cross,Jason Lee
579,10590,Randall Wallace,Mel Gibson,Greg Kinnear,Madeleine Stowe
580,117263,Antoine Fuqua,Gerard Butler,Aaron Eckhart,Angela Bassett
581,200,Jonathan Frakes,Patrick Stewart,Jonathan Frakes,Brent Spiner
582,44943,Jonathan Liebesman,Aaron Eckhart,Ramón Rodríguez,Will Rothhaar
583,587,Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup
584,10395,Mike Nichols,Jack Nicholson,Christopher Plummer,James Spader
585,57212,Steven Spielberg,Tom Hiddleston,Benedict Cumberbatch,Toby Kebbell
586,152760,George Clooney,Matt Damon,Cate Blanchett,George Clooney
587,2756,James Cameron,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn
588,33909,Oliver Stone,Michael Douglas,Shia LaBeouf,Josh Brolin
589,49017,Gary Shore,Luke Evans,Sarah Gadon,Dominic Cooper
590,9882,Edward Zwick,Denzel Washington,Annette Bening,Bruce Willis
591,2270,Matthew Vaughn,Claire Danes,Charlie Cox,Michelle Pfeiffer
592,978,Jean-Jacques Annaud,Brad Pitt,Jamyang Jamtsho Wangchuk,David Thewlis
593,44564,Ron Howard,Kevin James,Vince Vaughn,Winona Ryder
594,3132,Joel Schumacher,Anthony Hopkins,Chris Rock,Peter Stormare
595,8814,Andrzej Bartkowiak,Dwayne Johnson,Karl Urban,Rosamund Pike
596,8427,Betty Thomas,Eddie Murphy,Owen Wilson,Famke Janssen
597,52520,Måns Mårlind,Kate Beckinsale,Stephen Rea,Michael Ealy
598,80585,Adam Shankman,Julianne Hough,Diego Boneta,Tom Cruise
599,10592,Gregory Hoblit,Bruce Willis,Colin Farrell,Terrence Howard
600,49021,Gary McKendry,Jason Statham,Clive Owen,Robert De Niro
601,11535,John McTiernan,Chris Klein,LL Cool J,Rebecca Romijn
602,10550,Wych Kaosayananda,Antonio Banderas,Lucy Liu,Gregg Henry
603,11258,Mikael Salomon,Morgan Freeman,Christian Slater,Randy Quaid
604,12610,Bobby Farrelly,Chris Rock,Laurence Fishburne,David Hyde Pierce
605,59981,Dan St. Pierre,Lea Michele,Dan Aykroyd,Patrick Stewart
606,201088,Michael Mann,Chris Hemsworth,Leehom Wang,Tang Wei
607,5137,Kerry Conran,Jude Law,Gwyneth Paltrow,Giovanni Ribisi
608,3093,Michael Caton-Jones,Sharon Stone,David Morrissey,Charlotte Rampling
609,107846,Mikael Håfström,Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel
610,188207,Renny Harlin,Kellan Lutz,Liam McIntyre,Gaia Weiss
611,4614,Phil Alden Robinson,Ben Affleck,Morgan Freeman,James Cromwell
612,24021,David Slade,Kristen Stewart,Robert Pattinson,Taylor Lautner
613,11371,Frank Oz,Robert De Niro,Edward Norton,Marlon Brando
614,20352,Pierre Coffin,Steve Carell,Jason Segel,Russell Brand
615,11517,Joseph Ruben,Wesley Snipes,Woody Harrelson,Jennifer Lopez
616,214756,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried
617,26428,Alejandro Amenábar,Rachel Weisz,Max Minghella,Oscar Isaac
618,9824,Kinka Usher,Ben Stiller,Geoffrey Rush,Claire Forlani
619,48988,Bobby Farrelly,Owen Wilson,Jason Sudeikis,Jenna Fischer
620,9008,Michael Mann,Al Pacino,Russell Crowe,Christopher Plummer
621,300673,Craig Gillespie,Chris Pine,Casey Affleck,Ben Foster
622,12113,Ridley Scott,Leonardo DiCaprio,Russell Crowe,Mark Strong
623,38778,Jay Roach,Steve Carell,Paul Rudd,Stephanie Szostak
624,72331,Timur Bekmambetov,Benjamin Walker,Dominic Cooper,Anthony Mackie
625,1844,Jon Amiel,Sean Connery,Catherine Zeta-Jones,Will Patton
626,846,Rob Bowman,David Duchovny,Gillian Anderson,Mitch Pileggi
627,9703,Doug Lefler,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan
628,857,Steven Spielberg,Tom Hanks,Matt Damon,Vin Diesel
629,136797,Scott Waugh,Aaron Paul,Dominic Cooper,Imogen Poots
630,3981,Nancy Meyers,Helen Hunt,Mel Gibson,Marisa Tomei
631,425,Chris Wedge,Ray Romano,John Leguizamo,Denis Leary
632,6171,Lawrence Kasdan,Morgan Freeman,Thomas Jane,Jason Lee
633,72976,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn
634,603,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss
635,568,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon
636,9021,Michael Lembeck,Tim Allen,Elizabeth Mitchell,David Krumholtz
637,82695,Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway
638,9489,Nora Ephron,Tom Hanks,Meg Ryan,Katie Sagona
639,12133,Adam McKay,Will Ferrell,John C. Reilly,Mary Steenburgen
640,9342,Martin Campbell,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones
641,41733,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan
642,227306,Angelina Jolie,Jack O'Connell,Domhnall Gleeson,Garrett Hedlund
643,5551,Clint Eastwood,Clint Eastwood,Tommy Lee Jones,Donald Sutherland
644,9350,Renny Harlin,Sylvester Stallone,John Lithgow,Michael Rooker
645,9208,John Woo,John Travolta,Christian Slater,Samantha Mathis
646,4244,Jon Turteltaub,Bruce Willis,Spencer Breslin,Emily Mortimer
647,1852,Oliver Stone,Nicolas Cage,Maria Bello,Maggie Gyllenhaal
648,11820,Mike Newell,Julia Roberts,Kirsten Dunst,Julia Stiles
649,76493,Larry Charles,Sacha Baron Cohen,Sayed Badreya,Aasif Mandvi
650,345,Stanley Kubrick,Tom Cruise,Nicole Kidman,Madison Eginton
651,196867,Will Gluck,Quvenzhané Wallis,Jamie Foxx,Rose Byrne
652,256591,Glenn Ficarra,Will Smith,Margot Robbie,Rodrigo Santoro
653,59962,McG,Reese Witherspoon,Chris Pine,Tom Hardy
654,36648,David S. Goyer,Wesley Snipes,Kris Kristofferson,Dominic Purcell
655,1880,John Milius,Patrick Swayze,C. Thomas Howell,Lea Thompson
656,9440,Mike Nichols,John Travolta,Emma Thompson,Billy Bob Thornton
657,71679,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,Michelle Rodriguez
658,10483,Paul W.S. Anderson,Jason Statham,Joan Allen,Ian McShane
659,11412,Renny Harlin,Geena Davis,Samuel L. Jackson,Yvonne Zima
660,11983,Taylor Hackford,Meg Ryan,Russell Crowe,David Morse
661,6795,Jon Favreau,Jonah Bobo,Josh Hutcherson,Dax Shepard
662,550,David Fincher,Edward Norton,Brad Pitt,Meat Loaf
663,11170,McG,Matthew McConaughey,Matthew Fox,Anthony Mackie
664,9292,Michael Lehmann,Bruce Willis,Danny Aiello,Andie MacDowell
665,10783,Nora Ephron,John Travolta,Lisa Kudrow,Tim Roth
666,100241,Stuart Beattie,Aaron Eckhart,Yvonne Strahovski,Bill Nighy
667,257,Roman Polanski,Barney Clark,Ben Kingsley,Jamie Foreman
668,9947,Rob Bowman,Jennifer Garner,Goran Visnjic,Will Yun Lee
669,189,Robert Rodriguez,Mickey Rourke,Jessica Alba,Josh Brolin
670,12618,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Charles S. Dutton
671,253412,Baltasar Kormákur,Jason Clarke,Jake Gyllenhaal,Josh Brolin
672,1427,Tom Tykwer,Ben Whishaw,Simon Chandler,David Calder
673,818,Jay Roach,Mike Myers,Beyoncé Knowles,Seth Green
674,16577,David Bowers,Nicolas Cage,Kristen Bell,Bill Nighy
675,329,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum
676,12160,Lawrence Kasdan,Kevin Costner,Dennis Quaid,Gene Hackman
677,9331,Phillip Noyce,Harrison Ford,Willem Dafoe,Anne Archer
678,300168,Daniel Lee,Jackie Chan,John Cusack,Adrien Brody
679,9072,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Kerry Washington
680,3536,Jonathan Mostow,Matthew McConaughey,Bill Paxton,Harvey Keitel
681,9087,Rob Reiner,Michael Douglas,Annette Bening,Michael J. Fox
682,12177,Marco Schnabel,Mike Myers,Jessica Alba,Justin Timberlake
683,12138,Demian Lichtenstein,Kurt Russell,Kevin Costner,Courteney Cox
684,273248,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh
685,9955,Josh Gordon,Will Ferrell,Jon Heder,Will Arnett
686,50359,Tim Hill,Russell Brand,James Marsden,Kaley Cuoco
687,1271,Zack Snyder,Gerard Butler,Lena Headey,Dominic West
688,693,Jay Roach,Ben Stiller,Teri Polo,Robert De Niro
689,14306,David Frankel,Owen Wilson,Jennifer Aniston,Eric Dane
690,497,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse
691,11199,Walt Becker,Tim Allen,John Travolta,Martin Lawrence
